Record_ID,Date,State,City,Waste_Type,Waste_Generated_Tons,Waste_Collected_Tons,Segregated_Tons,Recycled_Tons,Composted_Tons,Landfilled_Tons,Collection_Efficiency_Pct,Recycling_Rate_Pct,Disposal_Method,Facility_Type,Year,Month,Month_Name,Quarter,Waste_Per_Capita_Kg
27377,2023-08-20,Odisha,Bhubaneswar,Plastic,601.85,588.67,437.64,255.75,13.98,278.37,97.81,58.44,Waste-to-Energy,Waste-to-Energy Plant,2023,8,Aug,Q3,0.5
27378,2023-12-11,Uttar Pradesh,Lucknow,Glass,362.58,311.21,181.26,147.11,6.5,138.04,85.83,81.16,Material Recovery,Recycling Facility,2023,12,Dec,Q4,0.83
27379,2024-12-17,Odisha,Rourkela,Glass,632.99,552.55,415.81,306.65,14.96,206.28,87.29,73.75,Material Recovery,Composting Plant,2024,12,Dec,Q4,0.62
27380,2025-06-03,Delhi,New Delhi,Metal,238.36,205.88,179.85,149.18,6.66,47.76,86.37,82.95,Waste-to-Energy,Composting Plant,2025,6,Jun,Q2,0.57
27381,2023-04-25,Rajasthan,Kota,Wet Waste,593.23,587.29,441.05,23.07,168.42,384.44,99.0,5.23,Material Recovery,Composting Plant,2023,4,Apr,Q2,0.63
27382,2023-04-07,Kerala,Kochi,E-Waste,227.23,207.97,119.21,58.49,4.28,128.28,91.52,49.07,Composting,Composting Plant,2023,4,Apr,Q2,0.69
27383,2023-12-19,Delhi,Delhi,E-Waste,759.49,661.97,507.77,181.98,19.5,391.51,87.16,35.84,Material Recovery,Recycling Facility,2023,12,Dec,Q4,0.81
27384,2025-03-11,Madhya Pradesh,Bhopal,Dry Waste,231.79,197.11,134.18,68.19,5.46,120.24,85.04,50.82,Material Recovery,Composting Plant,2025,3,Mar,Q1,0.83
27385,2023-11-08,Tamil Nadu,Chennai,Dry Waste,231.11,227.41,154.44,52.91,5.46,146.33,98.4,34.26,Recycling,Composting Plant,2023,11,Nov,Q4,0.8
27386,2025-11-08,Uttar Pradesh,Varanasi,Plastic,230.39,217.55,179.34,100.14,6.57,108.2,94.43,55.84,Landfill,Recycling Facility,2025,11,Nov,Q4,0.83
27387,2023-07-31,Gujarat,Surat,Plastic,226.18,190.96,162.28,73.26,6.76,101.32,84.43,45.15,Waste-to-Energy,Waste-to-Energy Plant,2023,7,Jul,Q3,0.39
27388,2024-12-02,Uttar Pradesh,Lucknow,Dry Waste,584.94,516.92,321.64,109.44,12.05,351.93,88.37,34.03,Material Recovery,MRF,2024,12,Dec,Q4,0.63
27389,2025-04-04,Gujarat,Ahmedabad,Dry Waste,887.05,801.03,481.08,246.42,16.94,492.23,90.3,51.22,Waste-to-Energy,Recycling Facility,2025,4,Apr,Q2,0.82
27390,2024-10-11,Odisha,Bhubaneswar,Wet Waste,554.5,483.2,290.81,30.05,122.25,283.44,87.14,10.33,Recycling,Recycling Facility,2024,10,Oct,Q4,0.81
27391,2024-10-02,Maharashtra,Nashik,Dry Waste,139.24,121.15,104.85,36.79,4.17,73.58,87.01,35.09,Waste-to-Energy,Waste-to-Energy Plant,2024,10,Oct,Q4,0.7
27392,2024-01-29,Rajasthan,Udaipur,Metal,378.55,323.11,162.01,105.41,5.99,194.3,85.36,65.06,Recycling,Waste-to-Energy Plant,2024,1,Jan,Q1,0.82
27393,2025-03-04,Uttar Pradesh,Kanpur,Wet Waste,632.6,483.13,429.37,67.01,171.19,210.69,76.37,15.61,Composting,Recycling Facility,2025,3,Mar,Q1,0.38
27394,2023-08-24,Delhi,Delhi,Wet Waste,681.1,605.67,444.49,39.84,187.25,357.78,88.93,8.96,Material Recovery,Recycling Facility,2023,8,Aug,Q3,0.73
27395,2025-07-23,Delhi,Delhi,Dry Waste,940.07,837.4,517.1,178.79,16.55,605.92,89.08,34.58,Recycling,Recycling Facility,2025,7,Jul,Q3,0.71
27396,2023-07-06,Odisha,Bhubaneswar,Paper,225.83,176.89,109.82,74.57,4.17,90.03,78.33,67.9,Waste-to-Energy,Composting Plant,2023,7,Jul,Q3,0.61
27397,2024-06-12,Delhi,New Delhi,Metal,206.93,165.28,84.93,62.21,2.68,97.28,79.87,73.25,Composting,Recycling Facility,2024,6,Jun,Q2,0.73
27398,2025-10-26,Tamil Nadu,Salem,Metal,525.27,492.21,273.24,180.7,9.91,276.55,93.71,66.13,Landfill,Recycling Facility,2025,10,Oct,Q4,0.66
27399,2023-05-29,Karnataka,Hubballi,Wet Waste,486.34,481.48,343.59,29.57,146.55,261.68,99.0,8.61,Landfill,Recycling Facility,2023,5,May,Q2,0.53
27400,2023-02-23,Karnataka,Bengaluru,Wet Waste,768.25,666.14,451.19,55.89,186.95,383.96,86.71,12.39,Landfill,MRF,2023,2,Feb,Q1,0.81
27401,2025-04-22,Odisha,Bhubaneswar,Wet Waste,481.49,443.29,370.12,52.02,164.08,206.5,92.07,14.06,Recycling,Recycling Facility,2025,4,Apr,Q2,0.57
27402,2025-08-13,Tamil Nadu,Coimbatore,Plastic,255.87,248.64,157.94,67.1,5.52,169.53,97.18,42.48,Landfill,Landfill,2025,8,Aug,Q3,0.48
27403,2023-12-03,Tamil Nadu,Coimbatore,Paper,506.65,471.91,349.68,241.82,12.16,214.44,93.14,69.15,Waste-to-Energy,MRF,2023,12,Dec,Q4,0.6
27404,2025-08-12,Delhi,Delhi,Wet Waste,972.93,835.66,617.03,18.51,255.32,485.31,85.89,3.0,Material Recovery,Landfill,2025,8,Aug,Q3,0.67
27405,2023-11-01,West Bengal,Durgapur,Wet Waste,179.4,133.31,88.98,10.65,42.74,69.37,74.31,11.97,Composting,Recycling Facility,2023,11,Nov,Q4,0.4
27406,2023-11-17,Telangana,Hyderabad,Wet Waste,750.9,703.35,442.1,49.87,190.9,450.72,93.67,11.28,Waste-to-Energy,Landfill,2023,11,Nov,Q4,0.56
27407,2024-06-24,Odisha,Cuttack,Wet Waste,244.99,228.04,200.47,37.28,85.92,102.7,93.08,18.59,Material Recovery,Landfill,2024,6,Jun,Q2,0.49
27408,2024-03-30,Uttar Pradesh,Lucknow,Wet Waste,451.43,405.95,283.16,41.23,97.42,235.42,89.93,14.56,Waste-to-Energy,Recycling Facility,2024,3,Mar,Q1,0.56
27409,2023-04-09,Odisha,Cuttack,Dry Waste,616.29,531.69,367.6,154.77,13.92,325.22,86.27,42.1,Waste-to-Energy,Landfill,2023,4,Apr,Q2,0.82
27410,2025-05-29,Uttar Pradesh,Lucknow,Wet Waste,283.89,234.51,145.88,25.97,57.61,139.03,82.61,17.8,Material Recovery,Waste-to-Energy Plant,2025,5,May,Q2,0.57
27411,2024-04-11,Maharashtra,Nagpur,Metal,161.94,140.14,92.87,71.96,3.39,56.61,86.54,77.48,Landfill,Landfill,2024,4,Apr,Q2,0.74
27412,2024-01-21,Karnataka,Mysuru,Wet Waste,411.79,367.14,292.89,22.47,127.89,193.59,89.16,7.67,Composting,Landfill,2024,1,Jan,Q1,0.4
27413,2024-12-08,Gujarat,Vadodara,Wet Waste,339.27,331.76,215.97,37.05,86.81,203.66,97.79,17.15,Recycling,Landfill,2024,12,Dec,Q4,0.37
27414,2025-03-22,Madhya Pradesh,Jabalpur,Plastic,398.8,385.41,308.17,131.77,12.32,213.18,96.64,42.76,Landfill,Recycling Facility,2025,3,Mar,Q1,0.47
27415,2023-08-20,Odisha,Cuttack,Wet Waste,363.55,324.61,203.4,28.95,100.1,168.33,89.29,14.23,Waste-to-Energy,Composting Plant,2023,8,Aug,Q3,0.83
27416,2025-06-05,Telangana,Nizamabad,Wet Waste,156.89,145.23,110.95,14.24,46.9,76.51,92.57,12.84,Material Recovery,Landfill,2025,6,Jun,Q2,0.85
27417,2024-09-03,Gujarat,Rajkot,Paper,325.51,282.25,181.44,120.76,6.63,138.5,86.71,66.56,Landfill,Landfill,2024,9,Sep,Q3,0.67
27418,2023-09-09,Odisha,Cuttack,Dry Waste,516.84,478.66,252.96,116.15,8.7,321.84,92.61,45.92,Recycling,Waste-to-Energy Plant,2023,9,Sep,Q3,0.53
27419,2023-02-09,Karnataka,Bengaluru,Wet Waste,899.49,803.11,556.66,99.22,210.56,435.64,89.28,17.82,Composting,Composting Plant,2023,2,Feb,Q1,0.68
27420,2023-05-27,West Bengal,Howrah,Wet Waste,203.59,181.66,128.26,22.37,56.29,100.08,89.23,17.44,Composting,Composting Plant,2023,5,May,Q2,0.62
27421,2025-04-30,Rajasthan,Kota,Wet Waste,569.91,511.49,324.59,39.15,128.87,313.4,89.75,12.06,Waste-to-Energy,Recycling Facility,2025,4,Apr,Q2,0.37
27422,2023-06-07,Delhi,New Delhi,Wet Waste,339.87,243.7,168.98,5.07,75.99,149.72,71.7,3.0,Material Recovery,MRF,2023,6,Jun,Q2,0.8
27423,2024-05-06,Madhya Pradesh,Jabalpur,Plastic,324.19,302.99,244.42,136.07,8.53,156.35,93.46,55.67,Landfill,Landfill,2024,5,May,Q2,0.54
27424,2025-07-30,Uttar Pradesh,Agra,Dry Waste,166.76,151.81,108.44,51.43,3.97,92.69,91.04,47.43,Waste-to-Energy,Landfill,2025,7,Jul,Q3,0.68
27425,2024-05-15,Rajasthan,Kota,Dry Waste,539.93,424.39,217.22,107.68,9.17,295.4,78.6,49.57,Waste-to-Energy,Waste-to-Energy Plant,2024,5,May,Q2,0.69
27426,2023-12-14,Kerala,Kozhikode,Metal,567.68,504.31,354.7,264.96,12.29,208.23,88.84,74.7,Material Recovery,MRF,2023,12,Dec,Q4,0.44
27427,2025-09-25,Karnataka,Mangaluru,Dry Waste,135.28,124.51,87.68,26.95,3.29,81.45,92.04,30.74,Material Recovery,Waste-to-Energy Plant,2025,9,Sep,Q3,0.76
27428,2024-07-14,Uttar Pradesh,Agra,Dry Waste,598.61,528.98,418.16,205.69,16.7,281.13,88.37,49.19,Waste-to-Energy,Waste-to-Energy Plant,2024,7,Jul,Q3,0.42
27429,2023-09-07,Tamil Nadu,Madurai,Dry Waste,577.25,430.16,278.75,124.57,8.52,266.88,74.52,44.69,Landfill,Recycling Facility,2023,9,Sep,Q3,0.62
27430,2025-12-16,Uttar Pradesh,Kanpur,Wet Waste,619.67,493.09,325.15,40.61,144.63,271.26,79.57,12.49,Material Recovery,Composting Plant,2025,12,Dec,Q4,0.44
27431,2023-03-26,Uttar Pradesh,Agra,E-Waste,603.16,542.33,409.91,180.15,13.22,344.83,89.92,43.95,Recycling,Waste-to-Energy Plant,2023,3,Mar,Q1,0.58
27432,2023-08-28,Tamil Nadu,Coimbatore,Wet Waste,287.16,247.85,170.87,5.69,72.22,156.44,86.31,3.33,Recycling,Recycling Facility,2023,8,Aug,Q3,0.48
27433,2024-01-07,Karnataka,Bengaluru,Glass,359.45,280.78,166.22,123.64,6.36,137.95,78.11,74.38,Landfill,Landfill,2024,1,Jan,Q1,0.42
27434,2024-07-27,Maharashtra,Nagpur,Wet Waste,208.83,193.3,164.5,31.82,68.74,85.36,92.56,19.35,Landfill,Composting Plant,2024,7,Jul,Q3,0.81
27435,2023-01-07,Rajasthan,Jodhpur,Plastic,138.32,117.51,81.34,54.07,2.45,52.73,84.96,66.48,Landfill,Recycling Facility,2023,1,Jan,Q1,0.41
27436,2023-12-04,Delhi,New Delhi,E-Waste,336.58,321.49,210.01,91.98,6.46,217.91,95.52,43.8,Material Recovery,Landfill,2023,12,Dec,Q4,0.77
27437,2025-03-25,Madhya Pradesh,Indore,Wet Waste,289.99,262.97,178.68,14.8,84.17,156.13,90.68,8.28,Recycling,MRF,2025,3,Mar,Q1,0.66
27438,2024-05-18,Rajasthan,Jodhpur,Wet Waste,222.89,204.68,141.28,21.87,51.41,119.8,91.83,15.48,Recycling,Recycling Facility,2024,5,May,Q2,0.58
27439,2023-10-07,Odisha,Rourkela,Paper,625.16,499.16,256.94,170.04,8.92,290.85,79.84,66.18,Material Recovery,Waste-to-Energy Plant,2023,10,Oct,Q4,0.36
27440,2024-02-01,Uttar Pradesh,Lucknow,Glass,605.38,599.32,464.89,376.1,18.18,201.21,99.0,80.9,Recycling,Recycling Facility,2024,2,Feb,Q1,0.43
27441,2025-12-30,Karnataka,Hubballi,E-Waste,342.44,281.05,210.95,97.08,6.46,167.33,82.07,46.02,Recycling,Landfill,2025,12,Dec,Q4,0.76
27442,2023-09-30,Telangana,Hyderabad,Wet Waste,836.62,781.96,419.84,87.31,152.7,523.1,93.47,20.8,Landfill,Landfill,2023,9,Sep,Q3,0.46
27443,2025-06-03,Odisha,Rourkela,Paper,216.61,214.44,196.18,135.7,6.94,71.21,99.0,69.17,Waste-to-Energy,Composting Plant,2025,6,Jun,Q2,0.59
27444,2023-08-16,Uttar Pradesh,Kanpur,Paper,455.27,417.87,306.84,196.39,10.83,195.78,91.78,64.0,Landfill,Landfill,2023,8,Aug,Q3,0.42
27445,2023-05-02,Delhi,Delhi,Dry Waste,276.22,239.22,139.32,71.78,4.27,155.2,86.61,51.52,Material Recovery,Composting Plant,2023,5,May,Q2,0.35
27446,2023-11-25,West Bengal,Howrah,Plastic,169.73,154.43,96.22,49.69,3.66,91.66,90.98,51.64,Material Recovery,MRF,2023,11,Nov,Q4,0.61
27447,2025-01-14,Uttar Pradesh,Agra,Dry Waste,614.15,543.86,384.49,175.55,14.96,336.62,88.56,45.66,Landfill,Recycling Facility,2025,1,Jan,Q1,0.77
27448,2025-06-23,West Bengal,Durgapur,Dry Waste,441.78,403.45,269.35,149.89,11.13,240.92,91.32,55.65,Material Recovery,Composting Plant,2025,6,Jun,Q2,0.45
27449,2025-08-27,Karnataka,Hubballi,Paper,467.57,400.52,264.28,185.52,8.99,200.43,85.66,70.2,Landfill,Waste-to-Energy Plant,2025,8,Aug,Q3,0.77
27450,2023-10-30,Delhi,Delhi,Dry Waste,540.76,535.36,484.64,280.08,15.8,215.75,99.0,57.79,Composting,Composting Plant,2023,10,Oct,Q4,0.64
27451,2025-01-06,Kerala,Thiruvananthapuram,Paper,483.63,420.26,332.45,223.72,11.7,178.38,86.9,67.29,Waste-to-Energy,Waste-to-Energy Plant,2025,1,Jan,Q1,0.75
27452,2025-01-08,Tamil Nadu,Chennai,Wet Waste,793.14,656.2,349.81,52.71,170.73,408.55,82.73,15.07,Material Recovery,Composting Plant,2025,1,Jan,Q1,0.84
27453,2023-09-06,Gujarat,Rajkot,Paper,269.49,245.98,148.95,92.16,5.98,136.05,91.28,61.88,Recycling,Composting Plant,2023,9,Sep,Q3,0.74
27454,2025-11-06,Kerala,Kochi,Glass,435.55,393.33,300.94,200.31,12.03,161.53,90.31,66.56,Material Recovery,MRF,2025,11,Nov,Q4,0.74
27455,2023-02-25,Maharashtra,Dhule,Wet Waste,336.81,330.15,194.68,11.88,72.35,240.31,98.02,6.1,Waste-to-Energy,MRF,2023,2,Feb,Q1,0.64
27456,2024-10-01,Madhya Pradesh,Bhopal,Dry Waste,244.6,218.21,143.77,60.92,5.63,143.56,89.21,42.38,Landfill,Recycling Facility,2024,10,Oct,Q4,0.69
27457,2023-09-09,West Bengal,Durgapur,Plastic,335.58,301.41,247.14,167.17,8.42,125.77,89.82,67.64,Composting,Landfill,2023,9,Sep,Q3,0.62
27458,2025-06-25,Telangana,Nizamabad,Plastic,569.35,512.35,405.37,195.43,15.28,297.41,89.99,48.21,Landfill,Recycling Facility,2025,6,Jun,Q2,0.57
27459,2024-07-10,West Bengal,Durgapur,E-Waste,269.82,238.48,153.86,79.86,5.11,149.14,88.39,51.9,Recycling,Composting Plant,2024,7,Jul,Q3,0.79
27460,2023-10-15,Uttar Pradesh,Agra,Wet Waste,523.47,462.98,253.65,10.91,101.42,312.69,88.44,4.3,Composting,Composting Plant,2023,10,Oct,Q4,0.37
27461,2024-07-19,Delhi,New Delhi,Wet Waste,440.79,363.38,224.4,18.01,95.39,225.99,82.44,8.02,Recycling,Recycling Facility,2024,7,Jul,Q3,0.75
27462,2025-11-24,Karnataka,Hubballi,Wet Waste,541.92,419.25,260.51,31.36,90.8,277.21,77.36,12.04,Recycling,Composting Plant,2025,11,Nov,Q4,0.46
27463,2025-04-23,Odisha,Rourkela,Dry Waste,309.79,256.43,152.27,70.46,4.9,156.21,82.77,46.27,Composting,MRF,2025,4,Apr,Q2,0.43
27464,2025-04-01,Odisha,Rourkela,Metal,515.06,444.88,275.78,238.27,10.23,188.4,86.37,86.4,Composting,Landfill,2025,4,Apr,Q2,0.78
27465,2024-12-07,Madhya Pradesh,Jabalpur,Dry Waste,605.25,556.83,282.29,166.7,9.34,377.63,92.0,59.05,Landfill,Recycling Facility,2024,12,Dec,Q4,0.43
27466,2023-09-01,Rajasthan,Jodhpur,Wet Waste,608.04,503.53,352.93,39.07,173.66,274.12,82.81,11.07,Waste-to-Energy,Waste-to-Energy Plant,2023,9,Sep,Q3,0.69
27467,2023-04-21,Delhi,Delhi,Dry Waste,346.89,307.65,201.3,99.66,7.0,179.32,88.69,49.51,Composting,Waste-to-Energy Plant,2023,4,Apr,Q2,0.55
27468,2023-10-04,Tamil Nadu,Madurai,Wet Waste,626.66,620.39,403.24,12.1,197.51,365.09,99.0,3.0,Composting,Composting Plant,2023,10,Oct,Q4,0.68
27469,2023-04-06,Maharashtra,Mumbai,Glass,556.58,532.87,396.31,295.11,15.45,220.72,95.74,74.46,Material Recovery,Landfill,2023,4,Apr,Q2,0.37
27470,2023-09-16,Delhi,Delhi,E-Waste,561.3,431.0,256.64,115.16,9.09,285.22,76.79,44.87,Material Recovery,Waste-to-Energy Plant,2023,9,Sep,Q3,0.8
27471,2025-12-04,Tamil Nadu,Coimbatore,Dry Waste,181.92,149.22,110.06,55.64,3.75,83.7,82.02,50.56,Composting,Landfill,2025,12,Dec,Q4,0.77
27472,2024-11-29,Rajasthan,Udaipur,Wet Waste,512.46,448.61,388.4,36.43,134.51,242.74,87.54,9.38,Recycling,Waste-to-Energy Plant,2024,11,Nov,Q4,0.75
27473,2025-10-27,Gujarat,Rajkot,Paper,378.68,317.19,245.75,185.43,9.08,120.04,83.76,75.46,Recycling,Landfill,2025,10,Oct,Q4,0.51
27474,2024-05-20,Karnataka,Mangaluru,Plastic,518.37,447.92,324.44,258.95,11.65,169.82,86.41,79.81,Recycling,MRF,2024,5,May,Q2,0.53
27475,2023-03-11,Madhya Pradesh,Indore,Paper,546.81,451.08,327.9,175.79,10.36,255.32,82.49,53.61,Landfill,Recycling Facility,2023,3,Mar,Q1,0.64
27476,2024-12-20,Uttar Pradesh,Lucknow,Glass,445.29,354.6,228.46,132.53,7.36,186.68,79.63,58.01,Recycling,Recycling Facility,2024,12,Dec,Q4,0.77
27477,2023-06-30,Maharashtra,Dhule,Dry Waste,178.98,160.31,122.42,66.46,4.81,86.68,89.57,54.29,Recycling,MRF,2023,6,Jun,Q2,0.36
27478,2025-02-08,Madhya Pradesh,Gwalior,E-Waste,311.06,254.28,163.66,74.94,5.07,152.59,81.75,45.79,Material Recovery,Landfill,2025,2,Feb,Q1,0.39
27479,2025-09-07,Uttar Pradesh,Varanasi,Dry Waste,158.79,147.91,105.92,46.98,4.61,86.37,93.15,44.35,Waste-to-Energy,Waste-to-Energy Plant,2025,9,Sep,Q3,0.45
27480,2023-03-19,Rajasthan,Jaipur,E-Waste,377.38,365.29,247.74,62.95,9.25,260.04,96.8,25.41,Material Recovery,Recycling Facility,2023,3,Mar,Q1,0.39
27481,2023-02-03,Uttar Pradesh,Agra,Dry Waste,297.96,206.89,150.73,87.96,5.25,105.29,69.44,58.36,Landfill,Composting Plant,2023,2,Feb,Q1,0.43
27482,2024-10-10,Karnataka,Mangaluru,Wet Waste,195.13,150.26,97.62,13.36,40.81,81.76,77.01,13.68,Material Recovery,Recycling Facility,2024,10,Oct,Q4,0.56
27483,2023-09-10,West Bengal,Howrah,Plastic,275.82,231.84,160.55,82.28,5.38,122.97,84.06,51.25,Material Recovery,Composting Plant,2023,9,Sep,Q3,0.64
27484,2025-05-30,Delhi,New Delhi,Metal,601.91,555.96,421.21,336.07,15.62,189.2,92.37,79.79,Landfill,MRF,2025,5,May,Q2,0.75
27485,2023-08-05,Odisha,Cuttack,Dry Waste,428.19,376.64,257.05,150.16,8.64,205.0,87.96,58.42,Composting,MRF,2023,8,Aug,Q3,0.65
27486,2025-12-12,Karnataka,Hubballi,Dry Waste,280.99,227.89,170.93,104.39,5.94,112.63,81.1,61.07,Landfill,Waste-to-Energy Plant,2025,12,Dec,Q4,0.69
27487,2023-02-22,Delhi,New Delhi,Paper,180.47,160.71,66.58,40.3,2.06,102.74,89.05,60.52,Material Recovery,Landfill,2023,2,Feb,Q1,0.8
27488,2023-10-25,Gujarat,Rajkot,Wet Waste,326.53,323.26,193.81,13.01,69.75,236.82,99.0,6.71,Recycling,Waste-to-Energy Plant,2023,10,Oct,Q4,0.38
27489,2024-11-25,Uttar Pradesh,Varanasi,Paper,317.08,286.22,218.25,189.62,8.17,86.63,90.27,86.88,Recycling,Landfill,2024,11,Nov,Q4,0.5
27490,2023-07-19,Odisha,Rourkela,E-Waste,548.61,437.02,331.94,145.61,12.01,257.89,79.66,43.87,Waste-to-Energy,Landfill,2023,7,Jul,Q3,0.5
27491,2024-05-28,West Bengal,Durgapur,Dry Waste,284.82,267.84,167.87,80.33,5.06,171.09,94.04,47.85,Waste-to-Energy,Composting Plant,2024,5,May,Q2,0.58
27492,2023-08-03,Odisha,Cuttack,E-Waste,409.87,376.98,270.92,97.48,10.79,258.44,91.97,35.98,Recycling,Composting Plant,2023,8,Aug,Q3,0.39
27493,2023-08-30,Madhya Pradesh,Gwalior,Plastic,143.65,124.47,108.19,59.24,3.46,55.93,86.65,54.76,Recycling,Landfill,2023,8,Aug,Q3,0.58
27494,2024-10-11,Odisha,Cuttack,Wet Waste,205.37,181.44,123.91,34.58,54.18,80.51,88.35,27.91,Recycling,MRF,2024,10,Oct,Q4,0.45
27495,2023-11-29,Uttar Pradesh,Kanpur,Wet Waste,477.96,429.31,336.68,28.72,122.16,246.75,89.82,8.53,Landfill,Composting Plant,2023,11,Nov,Q4,0.4
27496,2025-02-16,Gujarat,Surat,Wet Waste,169.71,147.94,113.93,18.58,44.42,83.84,87.17,16.31,Recycling,MRF,2025,2,Feb,Q1,0.43
27497,2024-09-01,Uttar Pradesh,Lucknow,E-Waste,150.93,146.14,83.19,54.05,2.83,77.82,96.83,64.98,Composting,Composting Plant,2024,9,Sep,Q3,0.51
27498,2024-10-24,West Bengal,Kolkata,Plastic,477.66,388.04,281.67,142.25,11.94,202.7,81.24,50.5,Landfill,MRF,2024,10,Oct,Q4,0.75
27499,2025-09-09,Uttar Pradesh,Lucknow,Metal,537.02,513.71,314.33,234.5,10.78,255.43,95.66,74.6,Material Recovery,Composting Plant,2025,9,Sep,Q3,0.57
27500,2025-10-05,Maharashtra,Mumbai,Metal,1233.69,1100.09,709.6,619.68,25.54,450.86,89.17,87.33,Waste-to-Energy,Landfill,2025,10,Oct,Q4,0.49
27501,2024-02-17,Kerala,Thiruvananthapuram,Paper,176.83,150.96,73.65,35.05,3.12,104.12,85.37,47.6,Recycling,Recycling Facility,2024,2,Feb,Q1,0.42
27502,2023-03-15,Maharashtra,Mumbai,Wet Waste,458.52,434.54,306.51,37.57,134.82,259.24,94.77,12.26,Waste-to-Energy,Waste-to-Energy Plant,2023,3,Mar,Q1,0.45
27503,2023-02-09,Delhi,Delhi,Wet Waste,806.18,778.96,532.21,54.17,233.02,483.35,96.62,10.18,Waste-to-Energy,Waste-to-Energy Plant,2023,2,Feb,Q1,0.39
27504,2023-07-22,Uttar Pradesh,Agra,Dry Waste,288.5,265.02,164.98,81.68,5.78,174.08,91.86,49.51,Landfill,MRF,2023,7,Jul,Q3,0.77
27505,2025-03-12,Delhi,New Delhi,Paper,521.17,460.34,327.37,212.2,9.97,227.97,88.33,64.82,Composting,Recycling Facility,2025,3,Mar,Q1,0.53
27506,2023-04-01,Rajasthan,Jaipur,Dry Waste,210.26,184.32,128.05,53.63,5.52,111.08,87.66,41.89,Recycling,Waste-to-Energy Plant,2023,4,Apr,Q2,0.44
27507,2025-04-27,Kerala,Kozhikode,Wet Waste,375.52,303.56,221.24,17.56,103.24,181.57,80.84,7.94,Landfill,MRF,2025,4,Apr,Q2,0.76
27508,2023-05-14,Tamil Nadu,Chennai,E-Waste,606.03,576.42,384.46,231.49,15.06,323.79,95.11,60.21,Waste-to-Energy,Landfill,2023,5,May,Q2,0.36
27509,2025-05-04,Madhya Pradesh,Bhopal,Wet Waste,245.02,209.38,160.86,35.17,79.31,84.01,85.45,21.86,Material Recovery,Waste-to-Energy Plant,2025,5,May,Q2,0.84
27510,2025-01-30,Delhi,Delhi,Dry Waste,479.6,428.25,367.44,147.8,12.28,233.96,89.29,40.22,Landfill,Waste-to-Energy Plant,2025,1,Jan,Q1,0.4
27511,2023-10-01,Uttar Pradesh,Agra,E-Waste,277.88,215.48,168.7,52.88,7.33,152.75,77.55,31.35,Recycling,Waste-to-Energy Plant,2023,10,Oct,Q4,0.59
27512,2024-10-25,Uttar Pradesh,Varanasi,Plastic,252.01,221.21,177.63,74.44,6.42,137.38,87.78,41.91,Waste-to-Energy,MRF,2024,10,Oct,Q4,0.41
27513,2025-12-13,Rajasthan,Kota,E-Waste,457.47,410.02,206.41,90.29,7.83,301.74,89.63,43.74,Composting,Composting Plant,2025,12,Dec,Q4,0.65
27514,2024-07-30,Karnataka,Bengaluru,Dry Waste,827.07,745.73,568.15,352.38,17.26,362.68,90.17,62.02,Material Recovery,MRF,2024,7,Jul,Q3,0.55
27515,2024-07-27,Gujarat,Surat,Wet Waste,316.28,258.65,199.57,17.43,81.9,151.45,81.78,8.73,Landfill,Recycling Facility,2024,7,Jul,Q3,0.37
27516,2023-12-08,Kerala,Kozhikode,Dry Waste,335.42,269.35,190.67,87.61,7.57,163.38,80.3,45.95,Composting,Recycling Facility,2023,12,Dec,Q4,0.65
27517,2023-12-09,West Bengal,Durgapur,Paper,289.31,263.37,178.72,121.39,6.06,131.3,91.03,67.92,Waste-to-Energy,Recycling Facility,2023,12,Dec,Q4,0.6
27518,2024-08-17,Tamil Nadu,Salem,Dry Waste,227.63,205.7,158.47,75.94,5.96,111.08,90.36,47.92,Waste-to-Energy,MRF,2024,8,Aug,Q3,0.56
27519,2023-09-29,Uttar Pradesh,Lucknow,E-Waste,248.63,216.68,141.17,54.07,5.27,146.31,87.15,38.3,Waste-to-Energy,Waste-to-Energy Plant,2023,9,Sep,Q3,0.78
27520,2024-09-03,Odisha,Rourkela,Wet Waste,419.93,415.73,354.49,10.63,142.18,239.89,99.0,3.0,Material Recovery,MRF,2024,9,Sep,Q3,0.53
27521,2023-11-07,Kerala,Kochi,Paper,235.94,209.26,163.63,119.61,6.04,78.7,88.69,73.1,Material Recovery,Recycling Facility,2023,11,Nov,Q4,0.48
27522,2025-11-06,Karnataka,Bengaluru,Plastic,444.51,440.06,319.94,153.28,12.52,243.32,99.0,47.91,Waste-to-Energy,Composting Plant,2025,11,Nov,Q4,0.44
27523,2023-02-07,Telangana,Hyderabad,Paper,516.12,443.49,326.8,283.23,13.27,128.78,85.93,86.67,Landfill,Waste-to-Energy Plant,2023,2,Feb,Q1,0.53
27524,2023-10-20,Tamil Nadu,Chennai,Paper,908.49,752.8,562.5,390.72,17.62,341.79,82.86,69.46,Composting,Recycling Facility,2023,10,Oct,Q4,0.53
27525,2024-09-12,Karnataka,Bengaluru,Glass,830.25,695.88,452.28,305.27,13.65,347.94,83.82,67.5,Material Recovery,Composting Plant,2024,9,Sep,Q3,0.82
27526,2023-07-06,Karnataka,Mysuru,Paper,552.08,499.67,318.24,218.79,12.57,249.15,90.51,68.75,Composting,MRF,2023,7,Jul,Q3,0.59
27527,2024-12-31,Tamil Nadu,Chennai,Paper,939.61,849.14,544.73,386.67,23.69,426.69,90.37,70.98,Waste-to-Energy,Landfill,2024,12,Dec,Q4,0.84
